i,j,similarity,a_source_file,a_case_group,a_case_subgroup,a_instruction,b_source_file,b_case_group,b_case_subgroup,b_instruction
258,259,0.9786585,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Ordenamiento urbanístico,Puedes realizar trámites de ordenamiento urbanístico en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=30&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Certificados e informes,Puedes solicitar certificados e informes urbanísticos en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=32&tipoVentana=&entidad=30007&idioma=1
91,123,0.9784338,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Inicio Oficina Virtual Tributaria,Puedes acceder a la Oficina Virtual Tributaria de Alguazas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Oficinas tributarias,Puedes consultar las oficinas tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/oficinas
343,353,0.9783939,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
344,350,0.97821474,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2018,En este enlace tienes toda la información sobre 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNQ==/30007
280,285,0.97814906,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
278,285,0.97791207,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
324,330,0.97790635,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planeamiento urbanístico,En este enlace tienes toda la información sobre planeamiento urbanístico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Ocupación de la vía pública,En este enlace tienes toda la información sobre ocupación de la vía pública: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTY=/30007
244,245,0.9777788,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Fianzas y avales",Puedes tramitar fianzas y avales en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=20&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1
311,312,0.9776943,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Subvenciones,En este enlace tienes toda la información sobre subvenciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzg=/30007,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Certámenes,En este enlace tienes toda la información sobre certámenes: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzk=/30007
109,111,0.9776937,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Solicitudes presentadas,Puedes ver el seguimiento de tus solicitudes presentadas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Nueva solicitud / recursos / documentación,"Puedes presentar una nueva solicitud, recurso o documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud"
105,123,0.9776797,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Sanciones tributarias,Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Oficinas tributarias,Puedes consultar las oficinas tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/oficinas
327,328,0.97759825,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Obras públicas e infraestructuras,En este enlace tienes toda la información sobre obras públicas e infraestructuras: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTM=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Indicadores urbanismo,En este enlace tienes toda la información sobre indicadores urbanismo: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTQ=/30007
171,172,0.97752213,ordenanzas.csv,Ordenanzas municipales,NORMA · MODIFICACION BORM Nº 302 DE 31-12-2008 (está oculta),"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20200514_MODIFICACION-BORM-No-302-DE-31-12-2008.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20200514_MODIFICACION-BORM-No-302-DE-31-12-2008.pdf",ordenanzas.csv,Gestión tributaria,NORMA · MODIFICACIÓN DE ORDENANZAS FISCALES 2010,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20200514_PUBLICACION-BORM-No-301-DE-31-12-2009-3.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20200514_PUBLICACION-BORM-No-301-DE-31-12-2009-3.pdf"
100,103,0.977308,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Detalle recibo cargado en cuenta,Puedes consultar el detalle de un recibo cargado en cuenta en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Recibos pagados,Puedes consultar tus recibos ya pagados en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pagados
309,311,0.97727656,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",General (carpeta principal),"En este enlace tienes toda la información sobre subvenciones, convenios, concursos, certamenes y ayudas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAOA==/30007",transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Subvenciones,En este enlace tienes toda la información sobre subvenciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzg=/30007
234,235,0.9772693,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Acceso a información,Puedes solicitar acceso a información pública en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Solicitud general y aportación de documentos,Puedes presentar una solicitud general o aportar documentos en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1
300,302,0.97691655,transparencias.csv,Normativa,Ordenanzas y reglamentos,En este enlace tienes toda la información sobre ordenanzas y reglamentos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzA=/30007,transparencias.csv,Normativa,Leyes transparencia,En este enlace tienes toda la información sobre leyes transparencia: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzI=/30007
309,310,0.9768907,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",General (carpeta principal),"En este enlace tienes toda la información sobre subvenciones, convenios, concursos, certamenes y ayudas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAOA==/30007",transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Convenios,En este enlace tienes toda la información sobre convenios: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzc=/30007
109,114,0.97687924,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Solicitudes presentadas,Puedes ver el seguimiento de tus solicitudes presentadas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Contestar requerimiento,Puedes contestar un requerimiento aportando documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC
344,352,0.97680736,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
105,127,0.97675014,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Sanciones tributarias,Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Notificaciones tributarias,Puedes ver tus notificaciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/notificaciones
278,279,0.97642684,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007
344,353,0.97629184,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
327,330,0.9760959,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Obras públicas e infraestructuras,En este enlace tienes toda la información sobre obras públicas e infraestructuras: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTM=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Ocupación de la vía pública,En este enlace tienes toda la información sobre ocupación de la vía pública: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTY=/30007
304,307,0.97602934,transparencias.csv,Económica,Presupuestos,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,transparencias.csv,Económica,Servicios públicos,En este enlace tienes toda la información sobre servicios públicos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007
245,246,0.9759768,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Devoluciones",Puedes solicitar una devolución en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=22&tipoVentana=&entidad=30007&idioma=1
289,290,0.9759091,transparencias.csv,Institucional,Agenda institucional,En este enlace tienes toda la información sobre agenda institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007,transparencias.csv,Institucional,Planes y programas de objetivos,En este enlace tienes toda la información sobre planes y programas de objetivos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjE=/30007
233,234,0.97551405,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Cita previa,Puedes pedir cita previa en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=9&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Acceso a información,Puedes solicitar acceso a información pública en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1
245,248,0.9754425,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Liquidaciones",Puedes gestionar liquidaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=23&tipoVentana=&entidad=30007&idioma=1
364,366,0.9753995,transparencias.csv,Servicios,Servicios municipales,En este enlace tienes toda la información sobre servicios municipales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjA=/30007,transparencias.csv,Servicios,Participación ciudadana,En este enlace tienes toda la información sobre participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI=/30007
241,242,0.97538066,sede_electronica_ciudadano.csv,Sede electrónica,Padrón y datos personales - Alta en Padrón,Puedes darte de alta en el padrón online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=17&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Padrón y datos personales - Modificación en Padrón,Puedes modificar tus datos del padrón online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=18&tipoVentana=&entidad=30007&idioma=1
323,327,0.97520673,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",General (carpeta principal),"En este enlace tienes toda la información sobre urbanismo, obras publicas y medio ambiente: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTE=/30007",transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Obras públicas e infraestructuras,En este enlace tienes toda la información sobre obras públicas e infraestructuras: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTM=/30007
195,197,0.97514224,ordenanzas.csv,Participación Ciudadana,NORMA · REGLAMENTO MUNICIPAL PARTICIPACION CIUDADANA Y BUEN GOBIERNO,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20200511_PUBLICACION-BORM-REGLAMENTO-MUNICIPAL-PARTICIPACION-CIUDADANA.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20200511_PUBLICACION-BORM-REGLAMENTO-MUNICIPAL-PARTICIPACION-CIUDADANA.pdf",ordenanzas.csv,Participación Ciudadana,NORMA · REGLAMENTO MUNICIPAL DE PRESUPUESTOS PARTICIPATIVOS (BORM Nº 128 DE 05-06-2025),"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2025/07/REGLAMENTOS-DE-PRESUPUESTOS-PARTICIPATIVOS-VIGENTE-BORM-128-DE-05-06-2025.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2025/07/REGLAMENTOS-DE-PRESUPUESTOS-PARTICIPATIVOS-VIGENTE-BORM-128-DE-05-06-2025.pdf"
363,364,0.97507983,transparencias.csv,Servicios,General (carpeta principal),En este enlace tienes toda la información sobre servicios: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANzE=/30007,transparencias.csv,Servicios,Servicios municipales,En este enlace tienes toda la información sobre servicios municipales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjA=/30007
324,328,0.9750105,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planeamiento urbanístico,En este enlace tienes toda la información sobre planeamiento urbanístico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Indicadores urbanismo,En este enlace tienes toda la información sobre indicadores urbanismo: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTQ=/30007
279,280,0.97493017,transparencias.csv,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007
326,328,0.9748179,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Indicadores urbanismo,En este enlace tienes toda la información sobre indicadores urbanismo: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTQ=/30007
257,258,0.97471094,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Actividades,Puedes tramitar actividades en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=29&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Ordenamiento urbanístico,Puedes realizar trámites de ordenamiento urbanístico en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=30&tipoVentana=&entidad=30007&idioma=1
294,366,0.9746662,transparencias.csv,Institucional,Consejo municipal participación ciudadana,En este enlace tienes toda la información sobre consejo municipal participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjU=/30007,transparencias.csv,Servicios,Participación ciudadana,En este enlace tienes toda la información sobre participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI=/30007
239,240,0.97465974,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Representación y apoderamiento,Puedes gestionar una representación o apoderamiento en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=15&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Asociaciones,Puedes gestionar trámites de asociaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=16&tipoVentana=&entidad=30007&idioma=1
346,352,0.97438246,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2022,En este enlace tienes toda la información sobre 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
345,353,0.974381,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2023,En este enlace tienes toda la información sobre 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
105,108,0.9743693,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Sanciones tributarias,Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Embargos,Puedes consultar si tienes embargos en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/embargos
326,330,0.97436535,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Ocupación de la vía pública,En este enlace tienes toda la información sobre ocupación de la vía pública: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTY=/30007
