id_a,id_b,agent_id,group_a,sub_a,group_b,sub_b,mode_a,mode_b,url_a,url_b,instr_a,instr_b,similarity
5523a853-699f-4a9d-ba57-cf5effe08a4c,65a73ac3-6dc7-46f3-9b95-da355d0df0a9,c1330a20-c057-4764-8121-6268ca02f280,UNION EUROPEA,General (carpeta principal),UNION EUROPEA,AGENDA 2030,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0MA==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0MQ==/30007,En este enlace tienes toda la información sobre union europea: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0MA==/30007,En este enlace tienes toda la información sobre agenda 2030: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0MQ==/30007,0.9031
153d96ca-b994-4872-8147-a4a5079ba715,5a7378d3-eed0-4265-a215-90f4f435dcb2,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Transparencia,Sede electrónica,Información y atención ciudadana - Acceso a información,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,Puedes consultar la transparencia en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,Puedes solicitar acceso a información pública en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,0.9028
9939f153-84af-470c-a2fa-1771f5fda304,9f43ddaf-b802-46e2-a6f6-95f003973aa4,c1330a20-c057-4764-8121-6268ca02f280,"Subvenciones, convenios, concursos, certamenes y ayudas",Convenios,Contratación,General (carpeta principal),directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzc=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTA=/30007,En este enlace tienes toda la información sobre convenios: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzc=/30007,En este enlace tienes toda la información sobre contratacion: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTA=/30007,0.9028
0e1da2bc-c084-439e-96bb-ca2796f0a59c,461cd738-5a3f-4bde-805b-9d6609a59cdf,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Alegaciones propuesta de resolución,Gestión tributaria,OVT - Contestar requerimiento,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,Puedes presentar alegaciones a una propuesta de resolución en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR,Puedes contestar un requerimiento aportando documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,0.9026
959bab11-0535-4b47-a0a1-c6b1c306fbab,ffe21623-0c7e-4308-a07f-b13ce9a65c10,c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA RETIRADA DE VEHICULOS DE LA VIA PUBLICA,Seguridad Ciudadana,"NORMA · ORDENANZA MUNICIPAL REGULADORA DE LOS VEHÍCULOS DE MOVILIDAD PERSONAL, PATINETES, MONOPATINES Y SIMILARES EN ALGUAZAS (BORM nº 180 de 06/08/20206)",ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20190514_BORM-No-109-de-14-5-2019-.-APROB-DEFINITIVA-ORDENANZA-RETIRADA-VEHICULOS-VIA-PUBLICA.pdf,https://alguazas.es/wp-content/uploads/2026/08/BORM-No-180-06-08-2026-ORDENANZA-REGULADORA-MVP-Y-PATINETES.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9025
3e3a5fa4-b9eb-41d3-be69-addefdd48658,7c2f59aa-366d-4645-848c-ae2ae75d6933,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Embargos,Gestión tributaria,OVT - Expedientes tributarios,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/embargos,https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/expedientes,Puedes consultar si tienes embargos en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/embargos,Puedes consultar tus expedientes tributarios en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/expedientes,0.9022
0bfb8a03-cbe3-4c32-b67d-e639cd00c40b,8220a15d-a986-443d-8f4e-ec89913bf072,c1330a20-c057-4764-8121-6268ca02f280,Juventud,NORMA · PRECIOS PÚBLICOS DE ACTIVIDADES JUVENILES,Cultura y Turismo,NORMA · PRECIOS PÚBLICOS DE ACTIVIDADES DE CULTURA E IGUALDAD PARA 2022,ia,directo,https://alguazas.es/wp-content/uploads/2022/03/PRECIOS-PUBLICOS-JUVENILES-BORM-14-03-22.pdf,https://alguazas.es/wp-content/uploads/2022/03/PRECIOS-PUBLICOS-CULTURA-BORM-14-03-22.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9022
03df44c4-52fc-422d-b2f6-422414cde92a,ae696b48-39a1-4278-ba30-42595078104b,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,NORMA · ORDENANZA FISCAL REGULADORA DE LA TASA POR PRESTACION DE SERVICIOS URBANISTICAS DE PLANEAMIENTO Y GESTION,Obras y Servicios,NORMA · ORDENANZA REGULADORA DE VERTIDOS A LA RED DE ALCANTARILLADO,ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20200514_PRESTACION-SERVICIOS-URBANISTICOS.pdf,https://alguazas.es/wp-content/uploads/2020/12/20200515_VERTIDOS_A_LA_RED_DE_ALCANTARILLADO.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9022
53b7e574-eda8-4ec0-8a67-500d910d2af4,837ac23a-da0d-4565-a51d-775d860b5a6c,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Consultar o modificar domiciliación,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1,Puedes consultar o modificar una domiciliación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones,Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idio,0.9021
461cd738-5a3f-4bde-805b-9d6609a59cdf,a29acabb-882f-44e4-9771-8d61af915baa,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Contestar requerimiento,Gestión tributaria,OVT - Solicitudes presentadas,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,Puedes contestar un requerimiento aportando documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,Puedes ver el seguimiento de tus solicitudes presentadas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,0.9020
50472cfc-41ec-4927-b1e7-79efdb54a644,f47129b7-1f2b-4922-afdc-9df57532caab,c1330a20-c057-4764-8121-6268ca02f280,Bienestar Animal,NORMA · ORDENANZA MUNICIPAL REGULADORA SOBRE PROTECCIÓN Y TENENCIA DE ANIMALES DE COMPAÑIA EN EL MUNICIPIO DE ALGUAZAS,Bienestar Animal,"NORMA · ORDENANZA FISCAL REGULADORA DE LA TASA POR REGISTRO, CAPTURA, ESTANCIA Y OBSERVACIÓN DE ANIMALES POR EL SERVICIO DE RECOGIDA DE ALGUAZAS (BORM nº 233 de 07/10/2022)",ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20180711_ANUNCIO-BORM-No-158-DE-17-7-2018.-APROBACION-DEFINITIVA-ORDENANZA-MUNICIPAL-REGULADORA-SOBRE-PROTECCION-Y-TENENCIA-DE-ANIMALES-DE-COMPANIA-EN-EL-MUNICIPIO-DE-ALGUAZAS.pdf,https://alguazas.es/wp-content/uploads/2022/10/TASA-FISCAL-PRESTACIONES-ANIMALES-BORM-07-10-22.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9019
a4cd4fdc-a0c4-499f-b8ba-ed9287261a27,a6930f61-23f7-4ab1-91c3-b71f658e45aa,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Identificar conductor multa,Gestión tributaria,OVT - Fotos multa de tráfico,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa,https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa?ge=true,Puedes identificar al conductor de una multa en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa,Puedes ver las fotos de una multa de tráfico en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa?ge=true,0.9015
2c01f3fb-d651-4e86-9e29-5edda4f4d827,c0c75ac2-4867-4d5e-97c4-f5693c04d8f2,c1330a20-c057-4764-8121-6268ca02f280,Servicios,Servicios municipales,Servicios,"Directrices, instrucciones o respuestas a consultas",directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjA=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjk=/30007,En este enlace tienes toda la información sobre servicios municipales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjA=/30007,"En este enlace tienes toda la información sobre directrices, instrucciones o respuestas a consultas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjk=/",0.9014
7584b896-cfb6-4bad-a0d9-ba1585912fd0,c6ef42cd-9cb2-4746-a097-c92f72792bd1,c1330a20-c057-4764-8121-6268ca02f280,Servicios Sociales,NORMA · ORDENANZA REGULADORA DEL PRECIO PÚBLICO POR EL SERVICIO DE AYUDA A DOMICILIO,Servicios Sociales,NORMA · REGLAMENTO DE AYUDAS DE URGENTE NECESIDAD,ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20200515_SERVICIO_DE_AYUDA_A_DOMICILIO.pdf,https://alguazas.es/wp-content/uploads/2021/03/REGLAMENTO_AYUDAS_URGENTE_NECESIDAD.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9014
2f689e2c-97aa-4a92-aba8-a2a07d6e3567,9e86bcbb-08ec-4353-933c-53bc33f3bec2,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Expedientes,Sede electrónica,Sede - Tablón de edictos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/consultaExpedientes.do?opcion=0,https://sede.alguazas.regiondemurcia.es/web/tablonEdictos.do?opcion=0&entidad=30007&idioma=1,Puedes consultar tus expedientes en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/consultaExpedientes.do?opcion=0,Puedes consultar el tablón de edictos en este enlace: https://sede.alguazas.regiondemurcia.es/web/tablonEdictos.do?opcion=0&entidad=30007&idioma=1,0.9012
5924de54-447a-488f-9bee-cec33e530ced,e9d435b6-5415-4730-831b-4ccd9d31d2af,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Relación de competencias delegadas por la comunidad autónoma,Institucional,Responsable unidades administrativas,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjc=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,En este enlace tienes toda la información sobre relación de competencias delegadas por la comunidad autónoma: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFz,En este enlace tienes toda la información sobre responsable unidades administrativas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,0.9011
5e99dfc5-b3a7-46b2-a12d-fe5133c09ef3,c79bbbb3-38dd-4b63-89fe-0792c7d5276e,c1330a20-c057-4764-8121-6268ca02f280,Servicios,Periodo de información pública,Económica,Servicios públicos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjg=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007,En este enlace tienes toda la información sobre periodo de información pública: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjg=/30007,En este enlace tienes toda la información sobre servicios públicos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007,0.9010
a29acabb-882f-44e4-9771-8d61af915baa,fbb46b16-bf9e-4c3a-800f-5d08483fcc29,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Solicitudes presentadas,Gestión tributaria,OVT - Nueva solicitud / recursos / documentación,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud,Puedes ver el seguimiento de tus solicitudes presentadas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes,"Puedes presentar una nueva solicitud, recurso o documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud",0.9008
1132206c-75ad-4272-925d-7f872237ce1b,22f04edc-0b33-47b1-b453-9d8c4ef1ecfd,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2020,ia,ia,https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf,https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9007
73330e31-0e86-49b5-b228-69f4d4e6ddcb,c79bbbb3-38dd-4b63-89fe-0792c7d5276e,c1330a20-c057-4764-8121-6268ca02f280,Económica,Presupuestos,Económica,Servicios públicos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre servicios públicos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007,0.9003
030ecdfb-18cc-4a25-89f0-2e3dbdbe8453,65c00e9e-b0ca-49d3-bbcd-699045b88822,c1330a20-c057-4764-8121-6268ca02f280,Normativa,General (carpeta principal),"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANg==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,En este enlace tienes toda la información sobre normativa: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANg==/30007,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,0.9003
bc94e488-53a7-4eed-b84f-f316c3d5237b,ca820272-ef6a-475c-9dec-2fd169afcb39,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Inicio / catálogo por temas,Sede electrónica,Sede - Sobre la Sede / aviso legal,directo,directo,https://sede.alguazas.regiondemurcia.es/cargaMenuWeb.do?entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_avisosLegales.jsp,Puedes acceder a la sede electrónica de Alguazas (inicio y catálogo por temas) en este enlace: https://sede.alguazas.regiondemurcia.es/cargaMenuWeb.do?entidad=30007&idioma=1,Puedes consultar el aviso legal de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_avisosLegales.jsp,0.9000
5a7378d3-eed0-4265-a215-90f4f435dcb2,94b732c2-c0e2-4b27-92fc-285b3de9dc94,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Acceso a información,Sede electrónica,Sede - Otros enlaces,directo,directo,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_servicioEnlace.jsp?modo=2&entidad=30007&idioma=1,Puedes solicitar acceso a información pública en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,Puedes ver otros enlaces útiles de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_servicioEnlace.jsp?modo=2&entidad=30007&idioma=1,0.8999
235fa6db-9431-403d-8dc7-ca53108b84c4,ae696b48-39a1-4278-ba30-42595078104b,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,NORMA · ORDENANZA REGULADORA DE LA TASA POR LICENCIAS URBANÍSTICAS,Obras y Servicios,NORMA · ORDENANZA REGULADORA DE VERTIDOS A LA RED DE ALCANTARILLADO,ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20200515_TASA_POR_LICENCIAS_URBANISTICAS.pdf,https://alguazas.es/wp-content/uploads/2020/12/20200515_VERTIDOS_A_LA_RED_DE_ALCANTARILLADO.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.8999
4f4a2cbb-f571-45a5-a6e7-23a131ec1d9d,88aa380f-5d68-4ab3-a9c9-5b0a6fd31346,c1330a20-c057-4764-8121-6268ca02f280,Participación Ciudadana,TRÁMITE · Alguazas en cifras,Participación Ciudadana,Consultas públicas,directo,directo,https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html,https://participa.alguazas.es/consultas-publicas/,Toda la información sobre alguazas en cifras está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elabo,Toda la información sobre las consultas públicas municipales (votaciones sobre ordenanzas y reglamentos) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la informac,0.8995
6f1bcafa-8af7-49cd-ba9d-9133782be1b3,94b732c2-c0e2-4b27-92fc-285b3de9dc94,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Comunicaciones,Sede electrónica,Sede - Otros enlaces,directo,directo,https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=C&modo=0,https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_servicioEnlace.jsp?modo=2&entidad=30007&idioma=1,Puedes ver tus comunicaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=C&modo=0,Puedes ver otros enlaces útiles de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_servicioEnlace.jsp?modo=2&entidad=30007&idioma=1,0.8994
96626f54-ad20-41ae-a376-7b3f57a90fcc,be14ec5c-1b0c-4597-9f12-f5f3fcc1a4b9,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Agenda institucional,Institucional,Organigrama y funciones,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,En este enlace tienes toda la información sobre agenda institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007,En este enlace tienes toda la información sobre organigrama y funciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,0.8992
688b4476-f537-4b5a-9576-55d22121608b,8702030c-76f0-4790-9a6e-5949881a956f,c1330a20-c057-4764-8121-6268ca02f280,Institucional,General (carpeta principal),Institucional,Currículums alcalde y concejales,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTk=/30007,En este enlace tienes toda la información sobre institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,En este enlace tienes toda la información sobre currículums alcalde y concejales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTk=/30007,0.8992
42c37fed-1900-4f3b-8a1b-9d8e1b8d1c2e,837ac23a-da0d-4565-a51d-775d860b5a6c,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,"Impuestos, domiciliaciones y pagos - Recursos",Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",directo,directo,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=38&tipoVentana=&entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1,Puedes presentar un recurso en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=38&tipoVentana=&entidad=30007&idioma=1,Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idio,0.8992
736c225e-93f3-4aab-a3db-9e77f0a6aa02,f6c39fb0-7f5c-4c87-88a1-1be6ca4e7259,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Solicitud general y aportación de documentos,Sede electrónica,Información y atención ciudadana - Quejas y sugerencias,directo,directo,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1,Puedes presentar una solicitud general o aportar documentos en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1,Puedes presentar una queja o sugerencia en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1,0.8992
96626f54-ad20-41ae-a376-7b3f57a90fcc,da1c4031-772c-40f4-9c58-126e19870fe8,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Agenda institucional,Institucional,Consejo municipal participación ciudadana,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjU=/30007,En este enlace tienes toda la información sobre agenda institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007,En este enlace tienes toda la información sobre consejo municipal participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjU=/30007,0.8991
